Date,Season,Hour,Holiday,Day of the Week,Working Day,Weather Type,Temperature F,Temperature Feels F,Humidity,Wind Speed,Casual Users,Registered Users,Total Users
3/3/2011,1,13,0,4,1,1,34.9,33.8,25,6,13,67,80
3/3/2011,1,14,0,4,1,1,36.6,33.8,21,7,18,60,78
3/3/2011,1,15,0,4,1,1,36.6,37.4,23,0,6,62,68
3/3/2011,1,16,0,4,1,1,38.3,39.2,23,0,6,65,71
3/3/2011,1,17,0,4,1,1,38.3,39.2,22,0,17,185,202
3/3/2011,1,18,0,4,1,1,36.6,28.4,35,22,6,161,167
3/3/2011,1,19,0,4,1,1,33.1,26.6,40,17,5,101,106
3/3/2011,1,20,0,4,1,1,33.1,30.2,40,6,1,69,70
3/3/2011,1,21,0,4,1,1,31.4,28.4,40,7,3,48,51
3/3/2011,1,22,0,4,1,1,33.1,33.8,40,0,3,50,53
3/3/2011,1,23,0,4,1,2,31.4,28.4,43,6,0,23,23
3/4/2011,1,0,0,5,1,2,33.1,26.6,55,13,0,12,12
3/4/2011,1,1,0,5,1,2,31.4,24.8,64,13,0,4,4
3/4/2011,1,2,0,5,1,2,31.4,24.8,64,13,0,2,2
3/4/2011,1,3,0,5,1,2,31.4,23,74,17,0,1,1
3/4/2011,1,4,0,5,1,2,31.4,24.8,74,13,1,0,1
3/4/2011,1,5,0,5,1,2,29.7,24.8,74,9,0,7,7
3/4/2011,1,6,0,5,1,2,29.7,26.6,74,6,1,28,29
3/4/2011,1,7,0,5,1,1,29.7,24.8,80,9,0,83,83
3/4/2011,1,8,0,5,1,1,31.4,26.6,74,9,6,222,228
3/4/2011,1,9,0,5,1,1,34.9,30.2,60,9,12,138,150
3/4/2011,1,10,0,5,1,1,36.6,30.2,60,17,10,56,66
3/4/2011,1,11,0,5,1,1,40,35.6,52,15,16,73,89
3/4/2011,1,12,0,5,1,1,43.5,39.2,43,11,10,87,97
3/4/2011,1,13,0,5,1,1,45.2,41,42,15,13,74,87
3/4/2011,1,14,0,5,1,1,47,42.8,40,19,30,65,95
3/4/2011,1,15,0,5,1,1,47,42.8,40,20,31,75,106
3/4/2011,1,16,0,5,1,1,47,44.6,46,13,17,101,118
3/4/2011,1,17,0,5,1,2,47,42.8,50,17,22,206,228
3/4/2011,1,18,0,5,1,2,45.2,39.2,53,20,15,172,187
3/4/2011,1,19,0,5,1,1,43.5,39.2,61,17,5,102,107
3/4/2011,1,20,0,5,1,2,41.8,37.4,70,13,9,78,87
3/4/2011,1,21,0,5,1,2,41.8,37.4,70,15,6,64,70
3/4/2011,1,22,0,5,1,1,41.8,37.4,70,13,4,40,44
3/4/2011,1,23,0,5,1,2,41.8,39.2,75,11,6,40,46
3/5/2011,1,0,0,6,0,2,40,37.4,81,7,4,15,19
3/5/2011,1,1,0,6,0,2,41.8,41,81,7,5,20,25
3/5/2011,1,2,0,6,0,2,41.8,37.4,87,13,5,15,20
3/5/2011,1,3,0,6,0,2,41.8,37.4,87,13,0,2,2
3/5/2011,1,4,0,6,0,2,41.8,39.2,93,11,0,1,1
3/5/2011,1,5,0,6,0,2,41.8,39.2,100,9,0,3,3
3/5/2011,1,6,0,6,0,2,41.8,37.4,100,15,1,3,4
3/5/2011,1,7,0,6,0,2,41.8,35.6,100,20,5,10,15
3/5/2011,1,8,0,6,0,2,41.8,35.6,100,20,11,34,45
3/5/2011,1,9,0,6,0,2,43.5,39.2,93,15,15,48,63
3/5/2011,1,10,0,6,0,2,45.2,42.8,93,13,34,69,103
3/5/2011,1,11,0,6,0,2,50.4,51.8,76,15,43,116,159
3/5/2011,1,12,0,6,0,2,53.9,55.4,67,17,46,121,167
3/5/2011,1,13,0,6,0,2,55.6,57.2,67,19,60,130,190
3/5/2011,1,14,0,6,0,2,57.3,59,59,19,80,118,198
3/5/2011,1,15,0,6,0,2,55.6,57.2,63,20,83,122,205
3/5/2011,1,16,0,6,0,2,57.3,59,59,20,74,130,204
3/5/2011,1,17,0,6,0,2,57.3,59,59,24,60,104,164
3/5/2011,1,18,0,6,0,2,57.3,59,59,22,37,115,152
3/5/2011,1,19,0,6,0,2,55.6,57.2,67,22,27,62,89
3/5/2011,1,20,0,6,0,2,53.9,55.4,77,22,12,58,70
3/5/2011,1,21,0,6,0,2,53.9,55.4,72,22,12,60,72
3/5/2011,1,22,0,6,0,2,52.1,53.6,77,20,16,47,63
3/5/2011,1,23,0,6,0,2,53.9,55.4,77,20,10,34,44
3/6/2011,1,0,0,0,0,2,52.1,53.6,77,24,11,41,52
3/6/2011,1,1,0,0,0,2,52.1,53.6,77,19,12,27,39
3/6/2011,1,2,0,0,0,2,50.4,51.8,82,19,5,27,32
3/6/2011,1,3,0,0,0,2,52.1,53.6,82,20,2,9,11
3/6/2011,1,4,0,0,0,2,52.1,53.6,88,24,0,3,3
3/6/2011,1,6,0,0,0,2,52.1,53.6,94,24,1,1,2
3/6/2011,1,7,0,0,0,3,52.1,53.6,100,30,0,5,5
3/6/2011,1,8,0,0,0,2,50.4,51.8,100,20,1,8,9
3/6/2011,1,9,0,0,0,2,52.1,53.6,100,19,4,18,22
3/6/2011,1,10,0,0,0,2,52.1,53.6,100,20,4,27,31
3/6/2011,1,11,0,0,0,2,52.1,53.6,100,15,18,44,62
3/6/2011,1,12,0,0,0,2,55.6,57.2,94,22,10,69,79
3/6/2011,1,13,0,0,0,2,55.6,57.2,94,24,22,83,105
3/6/2011,1,14,0,0,0,3,53.9,55.4,100,15,12,27,39
3/6/2011,1,15,0,0,0,3,53.9,55.4,100,15,3,4,7
3/6/2011,1,16,0,0,0,3,47,42.8,100,19,3,8,11
3/6/2011,1,17,0,0,0,3,45.2,39.2,100,20,2,23,25
3/6/2011,1,18,0,0,0,3,43.5,37.4,100,24,0,23,23
3/6/2011,1,19,0,0,0,3,41.8,33.8,100,33,0,11,11
3/6/2011,1,20,0,0,0,3,40,32,100,28,3,8,11
3/6/2011,1,21,0,0,0,3,36.6,24.8,93,41,1,6,7
3/6/2011,1,22,0,0,0,2,34.9,26.6,100,26,0,10,10
3/6/2011,1,23,0,0,0,2,34.9,26.6,100,28,0,9,9
3/7/2011,1,0,0,1,1,3,33.1,24.8,100,22,0,4,4
3/7/2011,1,1,0,1,1,3,33.1,24.8,100,22,0,2,2
3/7/2011,1,3,0,1,1,1,33.1,21.2,80,39,0,1,1
3/7/2011,1,4,0,1,1,1,33.1,21.2,80,35,1,0,1
3/7/2011,1,5,0,1,1,1,33.1,24.8,75,24,0,1,1
3/7/2011,1,6,0,1,1,1,33.1,24.8,75,26,3,31,34
3/7/2011,1,7,0,1,1,1,33.1,23,75,28,3,88,91
3/7/2011,1,8,0,1,1,1,33.1,24.8,75,26,11,200,211
3/7/2011,1,9,0,1,1,1,34.9,24.8,64,31,5,129,134
3/7/2011,1,10,0,1,1,1,36.6,28.4,60,20,15,43,58
3/7/2011,1,11,0,1,1,1,38.3,28.4,48,30,19,41,60
3/7/2011,1,12,0,1,1,1,41.8,35.6,42,28,28,68,96
3/7/2011,1,13,0,1,1,1,43.5,37.4,36,26,16,54,70
3/7/2011,1,14,0,1,1,1,43.5,37.4,36,28,21,56,77
3/7/2011,1,15,0,1,1,1,45.2,39.2,31,26,32,64,96
3/7/2011,1,16,0,1,1,1,45.2,39.2,31,24,26,96,122
3/7/2011,1,17,0,1,1,1,45.2,39.2,29,24,27,206,233
3/7/2011,1,18,0,1,1,1,43.5,39.2,31,15,19,214,233
3/7/2011,1,19,0,1,1,1,41.8,37.4,33,15,11,134,145
3/7/2011,1,20,0,1,1,1,41.8,39.2,33,11,5,87,92
3/7/2011,1,21,0,1,1,1,40,35.6,38,15,1,53,54
3/7/2011,1,22,0,1,1,1,38.3,33.8,48,11,1,34,35
3/7/2011,1,23,0,1,1,1,40,41,48,0,0,22,22
3/8/2011,1,0,0,2,1,1,38.3,37.4,48,6,1,9,10
3/8/2011,1,1,0,2,1,1,36.6,32,52,9,0,4,4
3/8/2011,1,2,0,2,1,1,36.6,32,52,9,1,0,1
3/8/2011,1,3,0,2,1,1,36.6,33.8,52,6,5,2,7
3/8/2011,1,4,0,2,1,1,34.9,35.6,64,0,0,2,2
3/8/2011,1,5,0,2,1,1,33.1,30.2,69,7,2,8,10
3/8/2011,1,6,0,2,1,1,33.1,33.8,59,0,3,42,45
3/8/2011,1,7,0,2,1,1,31.4,26.6,64,9,9,119,128
3/8/2011,1,8,0,2,1,1,34.9,30.2,55,13,10,247,257
3/8/2011,1,9,0,2,1,1,38.3,33.8,41,11,11,140,151
3/8/2011,1,10,0,2,1,2,41.8,37.4,33,13,25,46,71
3/8/2011,1,11,0,2,1,2,47,44.6,25,11,26,52,78
3/8/2011,1,12,0,2,1,2,47,48.2,23,0,29,70,99
3/8/2011,1,13,0,2,1,2,48.7,50,25,7,25,73,98
3/8/2011,1,14,0,2,1,2,48.7,50,20,0,16,56,72
3/8/2011,1,15,0,2,1,2,47,48.2,18,0,35,77,112
3/8/2011,1,16,0,2,1,1,48.7,50,27,11,26,82,108
3/8/2011,1,17,0,2,1,1,47,44.6,27,15,39,209,248
3/8/2011,1,18,0,2,1,1,45.2,42.8,27,13,21,214,235
3/8/2011,1,19,0,2,1,1,45.2,44.6,31,7,9,141,150
3/8/2011,1,20,0,2,1,1,43.5,42.8,39,6,2,74,76
3/8/2011,1,21,0,2,1,1,41.8,37.4,49,13,7,68,75
3/8/2011,1,22,0,2,1,1,41.8,37.4,49,15,11,44,55
3/8/2011,1,23,0,2,1,1,40,35.6,61,13,3,38,41
3/9/2011,1,0,0,3,1,1,38.3,37.4,65,6,0,9,9
3/9/2011,1,1,0,3,1,1,38.3,35.6,52,9,0,4,4
3/9/2011,1,2,0,3,1,1,38.3,35.6,52,9,1,1,2
3/9/2011,1,3,0,3,1,1,36.6,33.8,70,6,1,2,3
3/9/2011,1,4,0,3,1,1,36.6,33.8,75,7,0,2,2
3/9/2011,1,5,0,3,1,2,36.6,32,81,9,1,7,8
3/9/2011,1,6,0,3,1,2,36.6,33.8,85,7,5,44,49
3/9/2011,1,7,0,3,1,2,36.6,32,87,11,18,123,141
3/9/2011,1,8,0,3,1,2,36.6,32,87,9,11,238,249
3/9/2011,1,9,0,3,1,2,38.3,32,87,17,5,136,141
3/9/2011,1,10,0,3,1,2,41.8,37.4,75,17,8,49,57
3/9/2011,1,11,0,3,1,2,43.5,37.4,76,26,15,44,59
3/9/2011,1,12,0,3,1,2,43.5,39.2,76,17,14,84,98
3/9/2011,1,13,0,3,1,2,43.5,37.4,76,24,17,82,99
3/9/2011,1,14,0,3,1,2,45.2,39.2,76,20,10,61,71
3/9/2011,1,15,0,3,1,2,47,42.8,71,20,15,64,79
3/9/2011,1,16,0,3,1,2,45.2,39.2,76,22,10,102,112
3/9/2011,1,17,0,3,1,2,45.2,39.2,76,20,18,176,194
3/9/2011,1,18,0,3,1,2,45.2,41,76,17,12,176,188
3/9/2011,1,19,0,3,1,2,45.2,39.2,76,22,11,123,134
3/9/2011,1,20,0,3,1,2,43.5,41,87,13,4,87,91
3/9/2011,1,21,0,3,1,2,43.5,39.2,93,22,10,52,62
3/9/2011,1,22,0,3,1,3,43.5,41,93,11,4,17,21
3/9/2011,1,23,0,3,1,3,45.2,42.8,93,13,1,17,18
3/10/2011,1,0,0,4,1,3,45.2,41,0,17,3,0,3
3/10/2011,1,1,0,4,1,3,45.2,41,0,17,0,2,2
3/10/2011,1,2,0,4,1,3,45.2,41,0,17,0,1,1
3/10/2011,1,5,0,4,1,3,47,44.6,0,13,1,2,3
3/10/2011,1,6,0,4,1,3,47,42.8,0,22,0,12,12
3/10/2011,1,7,0,4,1,3,48.7,50,0,15,1,36,37
3/10/2011,1,8,0,4,1,3,48.7,50,0,19,1,43,44
3/10/2011,1,9,0,4,1,3,50.4,51.8,0,15,1,23,24
3/10/2011,1,10,0,4,1,3,50.4,51.8,0,11,0,17,17
3/10/2011,1,11,0,4,1,3,50.4,51.8,0,17,6,5,11
3/10/2011,1,12,0,4,1,3,52.1,53.6,0,15,4,30,34
3/10/2011,1,13,0,4,1,3,52.1,53.6,0,15,1,11,12
3/10/2011,1,14,0,4,1,3,53.9,55.4,0,20,0,12,12
3/10/2011,1,15,0,4,1,3,53.9,55.4,0,15,3,11,14
3/10/2011,1,16,0,4,1,3,52.1,53.6,0,17,1,20,21
3/10/2011,1,17,0,4,1,2,53.9,55.4,0,26,2,109,111
3/10/2011,1,18,0,4,1,3,53.9,55.4,0,24,2,80,82
3/10/2011,1,19,0,4,1,3,53.9,55.4,0,39,5,51,56
3/10/2011,1,20,0,4,1,3,47,42.8,0,22,9,29,38
3/10/2011,1,21,0,4,1,3,47,44.6,0,15,1,27,28
3/10/2011,1,22,0,4,1,2,45.2,42.8,0,9,4,30,34
3/10/2011,1,23,0,4,1,3,45.2,44.6,0,6,1,26,27
3/11/2011,1,0,0,5,1,2,45.2,44.6,100,6,0,6,6
3/11/2011,1,1,0,5,1,3,45.2,44.6,100,7,0,8,8
3/11/2011,1,2,0,5,1,3,45.2,44.6,100,7,2,3,5
3/11/2011,1,3,0,5,1,2,43.5,42.8,93,6,0,2,2
3/11/2011,1,5,0,5,1,1,41.8,37.4,81,15,1,6,7
3/11/2011,1,6,0,5,1,1,38.3,32,81,19,1,31,32
3/11/2011,1,7,0,5,1,1,38.3,33.8,70,13,10,104,114
3/11/2011,1,8,0,5,1,1,40,35.6,70,17,15,244,259
3/11/2011,1,9,0,5,1,2,41.8,37.4,61,19,13,143,156
3/11/2011,1,10,0,5,1,2,43.5,39.2,57,20,18,60,78
3/11/2011,1,11,0,5,1,2,43.5,39.2,57,20,14,67,81
3/11/2011,1,12,0,5,1,2,45.2,41,53,17,15,96,111
3/11/2011,1,13,0,5,1,1,47,42.8,53,17,15,92,107
3/11/2011,1,14,0,5,1,2,47,42.8,50,24,25,64,89
3/11/2011,1,15,0,5,1,2,45.2,41,53,17,21,64,85
3/11/2011,1,16,0,5,1,2,45.2,39.2,49,20,18,95,113
3/11/2011,1,17,0,5,1,1,45.2,41,49,15,23,200,223
3/11/2011,1,18,0,5,1,1,43.5,39.2,49,22,19,134,153
3/11/2011,1,19,0,5,1,1,41.8,35.6,56,22,7,111,118
3/11/2011,1,20,0,5,1,1,41.8,39.2,56,11,6,70,76
3/11/2011,1,21,0,5,1,2,41.8,37.4,52,17,10,43,53
3/11/2011,1,22,0,5,1,1,41.8,39.2,52,11,11,53,64
3/11/2011,1,23,0,5,1,1,41.8,37.4,52,17,3,34,37
3/12/2011,1,0,0,6,0,1,38.3,35.6,60,9,4,30,34
3/12/2011,1,1,0,6,0,1,36.6,30.2,65,13,3,15,18
3/12/2011,1,2,0,6,0,1,36.6,30.2,65,13,0,14,14
3/12/2011,1,3,0,6,0,1,36.6,30.2,65,17,1,6,7
3/12/2011,1,4,0,6,0,1,36.6,30.2,65,17,0,1,1
3/12/2011,1,5,0,6,0,1,34.9,30.2,69,13,0,2,2
3/12/2011,1,6,0,6,0,1,34.9,28.4,75,17,2,2,4
3/12/2011,1,7,0,6,0,1,36.6,30.2,70,13,4,19,23
3/12/2011,1,8,0,6,0,1,38.3,33.8,65,11,9,44,53
3/12/2011,1,9,0,6,0,1,40,37.4,65,7,25,76,101
3/12/2011,1,10,0,6,0,1,43.5,39.2,66,15,21,78,99
3/12/2011,1,11,0,6,0,1,45.2,39.2,49,22,36,83,119
3/12/2011,1,12,0,6,0,1,45.2,41,53,19,51,107,158
3/12/2011,1,13,0,6,0,1,47,42.8,51,24,62,95,157
3/12/2011,1,14,0,6,0,1,50.4,51.8,50,30,70,96,166
3/12/2011,1,15,0,6,0,1,52.1,53.6,44,33,81,101,182
3/12/2011,1,16,0,6,0,1,55.6,57.2,41,30,100,144,244
3/12/2011,1,17,0,6,0,1,55.6,57.2,44,22,99,114,213
3/12/2011,1,18,0,6,0,1,52.1,53.6,54,11,54,91,145
3/12/2011,1,19,0,6,0,1,52.1,53.6,54,6,26,86,112
3/12/2011,1,20,0,6,0,1,50.4,51.8,58,7,22,64,86
3/12/2011,1,21,0,6,0,1,48.7,50,62,0,36,46,82
3/12/2011,1,22,0,6,0,1,47,48.2,71,0,7,56,63
3/12/2011,1,23,0,6,0,1,48.7,50,66,6,11,38,49
3/13/2011,1,0,0,0,0,1,48.7,50,62,7,3,35,38
3/13/2011,1,1,0,0,0,1,47,44.6,66,9,10,23,33
3/13/2011,1,3,0,0,0,1,45.2,42.8,76,9,6,17,23
3/13/2011,1,4,0,0,0,1,45.2,42.8,66,11,4,9,13
3/13/2011,1,5,0,0,0,1,47,44.6,62,9,0,3,3
3/13/2011,1,6,0,0,0,1,45.2,46.4,66,0,0,2,2
3/13/2011,1,7,0,0,0,1,47,44.6,62,13,2,8,10
3/13/2011,1,8,0,0,0,1,50.4,51.8,50,20,11,23,34
3/13/2011,1,9,0,0,0,1,50.4,51.8,50,28,8,36,44
3/13/2011,1,10,0,0,0,1,52.1,53.6,47,17,36,86,122
3/13/2011,1,11,0,0,0,1,53.9,55.4,41,28,88,93,181
3/13/2011,1,12,0,0,0,1,55.6,57.2,38,26,74,120,194
3/13/2011,1,13,0,0,0,1,55.6,57.2,38,26,97,124,221
3/13/2011,1,14,0,0,0,1,55.6,57.2,41,20,144,106,250
3/13/2011,1,15,0,0,0,1,57.3,59,39,22,149,155,304
3/13/2011,1,16,0,0,0,1,55.6,57.2,41,26,124,132,256
3/13/2011,1,17,0,0,0,1,53.9,55.4,41,24,98,143,241
3/13/2011,1,18,0,0,0,1,50.4,51.8,43,24,55,92,147
3/13/2011,1,19,0,0,0,1,47,42.8,50,24,28,73,101
3/13/2011,1,20,0,0,0,1,43.5,39.2,57,20,23,54,77
3/13/2011,1,21,0,0,0,1,41.8,37.4,56,17,9,49,58
3/13/2011,1,22,0,0,0,1,41.8,35.6,56,22,8,29,37
3/13/2011,1,23,0,0,0,1,38.3,33.8,65,15,5,23,28
3/14/2011,1,0,0,1,1,1,38.3,35.6,65,7,4,7,11
3/14/2011,1,1,0,1,1,1,38.3,37.4,65,6,0,1,1
3/14/2011,1,2,0,1,1,1,38.3,37.4,65,6,0,1,1
3/14/2011,1,3,0,1,1,1,38.3,35.6,65,9,0,3,3
3/14/2011,1,5,0,1,1,1,36.6,32,70,9,0,8,8
3/14/2011,1,6,0,1,1,1,38.3,35.6,65,9,1,27,28
3/14/2011,1,7,0,1,1,2,40,41,61,0,4,84,88
3/14/2011,1,8,0,1,1,2,41.8,39.2,56,9,24,217,241
3/14/2011,1,9,0,1,1,1,43.5,39.2,53,22,13,127,140
3/14/2011,1,10,0,1,1,1,45.2,41,42,17,27,57,84
3/14/2011,1,11,0,1,1,1,47,42.8,40,17,26,45,71
3/14/2011,1,12,0,1,1,1,48.7,50,37,0,40,54,94
3/14/2011,1,13,0,1,1,1,48.7,50,36,22,24,51,75
3/14/2011,1,14,0,1,1,2,48.7,50,34,0,27,52,79
3/14/2011,1,15,0,1,1,1,48.7,50,37,11,24,77,101
3/14/2011,1,16,0,1,1,1,50.4,51.8,35,7,27,80,107
3/14/2011,1,17,0,1,1,1,48.7,50,40,13,42,229,271
3/14/2011,1,18,0,1,1,1,47,46.4,40,7,25,210,235
3/14/2011,1,19,0,1,1,1,47,44.6,43,9,17,133,150
3/14/2011,1,20,0,1,1,1,45.2,41,46,15,23,106,129
3/14/2011,1,21,0,1,1,1,45.2,42.8,46,9,5,58,63
3/14/2011,1,22,0,1,1,1,43.5,42.8,49,7,4,43,47
3/14/2011,1,23,0,1,1,1,43.5,44.6,53,0,2,17,19
3/15/2011,1,0,0,2,1,1,43.5,44.6,53,0,7,7,14
3/15/2011,1,1,0,2,1,1,41.8,39.2,62,6,4,6,10
3/15/2011,1,2,0,2,1,1,41.8,39.2,62,6,1,2,3
3/15/2011,1,4,0,2,1,1,36.6,33.8,75,6,1,1,2
3/15/2011,1,5,0,2,1,1,36.6,30.2,75,13,0,11,11
3/15/2011,1,6,0,2,1,1,34.9,30.2,80,13,3,32,35
3/15/2011,1,7,0,2,1,1,36.6,32,75,11,10,109,119
3/15/2011,1,8,0,2,1,1,38.3,37.4,70,6,23,259,282
3/15/2011,1,9,0,2,1,2,41.8,42.8,70,0,10,147,157
3/15/2011,1,10,0,2,1,2,43.5,41,66,13,22,56,78
3/15/2011,1,11,0,2,1,2,45.2,41,57,15,27,51,78
3/15/2011,1,12,0,2,1,2,47,44.6,50,15,32,70,102
3/15/2011,1,13,0,2,1,2,47,42.8,57,19,23,74,97
3/15/2011,1,14,0,2,1,2,48.7,50,46,20,14,74,88
3/15/2011,1,15,0,2,1,2,48.7,50,43,19,24,66,90
3/15/2011,1,16,0,2,1,2,48.7,50,46,22,21,93,114
3/15/2011,1,17,0,2,1,2,47,44.6,62,13,22,195,217
3/15/2011,1,18,0,2,1,2,47,42.8,62,20,18,207,225
3/15/2011,1,19,0,2,1,2,45.2,41,71,19,14,138,152
3/15/2011,1,20,0,2,1,2,45.2,41,71,19,9,79,88
3/15/2011,1,21,0,2,1,3,43.5,42.8,81,7,2,53,55
3/15/2011,1,22,0,2,1,2,43.5,41,87,11,1,20,21
3/15/2011,1,23,0,2,1,2,43.5,41,87,11,1,17,18
3/16/2011,1,0,0,3,1,3,41.8,37.4,93,17,0,8,8
3/16/2011,1,1,0,3,1,3,41.8,35.6,100,20,1,2,3
3/16/2011,1,3,0,3,1,2,40,35.6,100,15,1,2,3
3/16/2011,1,4,0,3,1,2,41.8,39.2,93,11,0,1,1
3/16/2011,1,5,0,3,1,2,41.8,41,93,7,0,3,3
3/16/2011,1,6,0,3,1,2,41.8,41,93,7,1,30,31
3/16/2011,1,7,0,3,1,2,41.8,37.4,93,13,10,101,111
3/16/2011,1,8,0,3,1,2,43.5,41,93,0,26,227,253
3/16/2011,1,9,0,3,1,2,43.5,42.8,93,9,10,144,154
3/16/2011,1,10,0,3,1,2,47,44.6,81,11,19,49,68
3/16/2011,1,11,0,3,1,2,47,44.6,81,9,13,62,75
3/16/2011,1,12,0,3,1,2,50.4,51.8,71,7,23,65,88
3/16/2011,1,13,0,3,1,2,50.4,51.8,76,9,18,81,99
3/16/2011,1,14,0,3,1,2,50.4,51.8,76,15,33,67,100
3/16/2011,1,15,0,3,1,2,50.4,51.8,76,17,22,79,101
3/16/2011,1,16,0,3,1,2,50.4,51.8,76,11,30,121,151
3/16/2011,1,17,0,3,1,2,53.9,55.4,54,20,37,216,253
3/16/2011,1,18,0,3,1,2,53.9,55.4,54,15,26,211,237
3/16/2011,1,19,0,3,1,2,53.9,55.4,51,22,18,150,168
3/16/2011,1,20,0,3,1,2,52.1,53.6,54,20,10,111,121
3/16/2011,1,21,0,3,1,2,52.1,53.6,58,19,3,75,78
3/16/2011,1,22,0,3,1,2,50.4,51.8,62,26,11,48,59
3/16/2011,1,23,0,3,1,1,50.4,51.8,65,13,9,18,27
3/17/2011,1,0,0,4,1,1,48.7,50,66,17,4,19,23
3/17/2011,1,1,0,4,1,1,47,44.6,71,15,1,11,12
3/17/2011,1,2,0,4,1,1,45.2,39.2,71,20,3,5,8
3/17/2011,1,3,0,4,1,1,45.2,42.8,66,11,1,1,2
3/17/2011,1,4,0,4,1,1,45.2,42.8,71,13,0,3,3
3/17/2011,1,5,0,4,1,1,43.5,42.8,76,7,0,13,13
3/17/2011,1,6,0,4,1,1,43.5,41,76,13,4,47,51
3/17/2011,1,7,0,4,1,1,43.5,42.8,76,9,12,128,140
3/17/2011,1,8,0,4,1,1,47,44.6,66,9,17,282,299
3/17/2011,1,9,0,4,1,1,50.4,51.8,62,17,23,162,185
3/17/2011,1,10,0,4,1,1,53.9,55.4,54,22,9,69,78
3/17/2011,1,11,0,4,1,1,53.9,55.4,54,19,20,66,86
3/17/2011,1,12,0,4,1,1,59,60.8,45,15,24,81,105
3/17/2011,1,13,0,4,1,2,60.8,62.6,42,6,26,85,111
3/17/2011,1,14,0,4,1,1,59,60.8,45,7,32,87,119
3/17/2011,1,15,0,4,1,1,60.8,62.6,42,17,30,95,125
3/17/2011,1,16,0,4,1,1,59,60.8,48,19,34,108,142
3/17/2011,1,17,0,4,1,1,59,60.8,42,13,48,265,313
3/17/2011,1,18,0,4,1,2,55.6,57.2,59,11,50,260,310
3/17/2011,1,19,0,4,1,1,53.9,55.4,58,13,18,189,207
3/17/2011,1,20,0,4,1,1,52.1,53.6,67,15,25,112,137
3/17/2011,1,21,0,4,1,1,52.1,53.6,62,15,19,119,138
3/17/2011,1,22,0,4,1,1,50.4,51.8,66,15,17,70,87
3/17/2011,1,23,0,4,1,1,52.1,53.6,62,19,7,43,50
3/18/2011,1,0,0,5,1,1,52.1,53.6,58,19,5,24,29
3/18/2011,1,1,0,5,1,1,50.4,51.8,62,17,4,12,16
3/18/2011,1,2,0,5,1,1,50.4,51.8,62,13,5,9,14
3/18/2011,1,3,0,5,1,1,47,44.6,71,13,1,4,5
3/18/2011,1,5,0,5,1,1,48.7,50,66,11,2,8,10
3/18/2011,1,6,0,5,1,1,50.4,51.8,66,13,1,35,36
3/18/2011,1,7,0,5,1,1,50.4,51.8,66,13,11,112,123
3/18/2011,1,8,0,5,1,1,52.1,53.6,67,17,24,256,280
3/18/2011,1,9,0,5,1,1,55.6,57.2,63,15,18,192,210
3/18/2011,1,10,0,5,1,1,60.8,62.6,53,19,43,74,117
3/18/2011,1,11,0,5,1,1,62.5,64.4,52,19,55,104,159
3/18/2011,1,12,0,5,1,2,64.2,66.2,49,24,72,123,195
3/18/2011,1,13,0,5,1,1,71.1,77,41,19,57,118,175
3/18/2011,1,14,0,5,1,1,72.8,77,39,17,71,103,174
3/18/2011,1,15,0,5,1,2,74.6,78.8,39,24,62,111,173
3/18/2011,1,16,0,5,1,1,74.6,78.8,39,19,67,137,204
3/18/2011,1,17,0,5,1,1,76.3,78.8,37,22,95,237,332
3/18/2011,1,18,0,5,1,1,74.6,78.8,39,11,84,247,331
3/18/2011,1,19,0,5,1,1,72.8,77,44,9,58,132,190
3/18/2011,1,20,0,5,1,1,69.4,77,46,9,46,103,149
3/18/2011,1,21,0,5,1,1,69.4,77,46,7,22,91,113
3/18/2011,1,22,0,5,1,1,69.4,77,50,11,55,63,118
3/18/2011,1,23,0,5,1,2,67.7,77,53,15,26,60,86
3/19/2011,1,0,0,6,0,2,67.7,77,53,17,26,50,76
3/19/2011,1,1,0,6,0,2,65.9,68,46,24,16,35,51
3/19/2011,1,2,0,6,0,2,64.2,66.2,43,15,5,20,25
3/19/2011,1,3,0,6,0,2,62.5,64.4,39,22,1,7,8
3/19/2011,1,4,0,6,0,1,60.8,62.6,34,28,1,2,3
3/19/2011,1,5,0,6,0,1,60.8,62.6,34,28,0,2,2
3/19/2011,1,6,0,6,0,1,53.9,55.4,44,28,0,10,10
3/19/2011,1,7,0,6,0,1,50.4,51.8,50,22,4,9,13
3/19/2011,1,8,0,6,0,1,52.1,53.6,47,33,11,37,48
3/19/2011,1,9,0,6,0,1,52.1,53.6,44,31,35,41,76
3/19/2011,1,10,0,6,0,1,53.9,55.4,38,28,55,85,140
3/19/2011,1,11,0,6,0,1,55.6,57.2,36,30,90,106,196
3/19/2011,1,12,0,6,0,1,55.6,57.2,33,28,126,141,267
3/19/2011,1,13,0,6,0,1,59,60.8,34,31,174,127,301
3/19/2011,1,14,0,6,0,1,59,60.8,31,33,168,144,312
3/19/2011,1,15,0,6,0,1,59,60.8,29,28,170,143,313
3/19/2011,1,16,0,6,0,1,59,60.8,31,26,175,129,304
3/19/2011,1,17,0,6,0,1,57.3,59,31,22,138,140,278
3/19/2011,1,18,0,6,0,1,55.6,57.2,31,22,92,125,217
3/19/2011,1,19,0,6,0,1,53.9,55.4,33,19,38,116,154
3/19/2011,1,20,0,6,0,1,52.1,53.6,35,15,39,69,108
