BusinessID,BusinessName,Category,Location,Revenue,Employees,CustomerSatisfaction,YearEstablished
BUS0407,Business_407,Retail,Seattle,161968.57,336,2.5,1999
BUS0408,Business_408,Education,Houston,340111.0,93,3.4,2008
BUS0409,Business_409,Education,New York,223892.29,312,4.6,2020
BUS0410,Business_410,Technology,Houston,708764.71,415,1.3,1997
BUS0411,Business_411,Finance,Los Angeles,535283.63,9,2.0,1989
BUS0412,Business_412,Finance,New York,447327.15,119,4.9,1992
BUS0413,Business_413,Finance,Chicago,180973.93,134,1.9,1986
BUS0414,Business_414,Healthcare,Houston,414524.46,316,2.6,1988
BUS0415,Business_415,Healthcare,Los Angeles,226466.01,417,4.3,1991
BUS0416,Business_416,Retail,Chicago,653726.56,487,2.4,1981
BUS0417,Business_417,Healthcare,Houston,708761.28,161,4.2,2019
BUS0418,Business_418,Technology,New York,662997.09,369,4.5,2019
BUS0419,Business_419,Hospitality,Seattle,999904.57,500,1.0,1997
BUS0420,Business_420,Retail,New York,577166.95,368,4.5,2018
BUS0421,Business_421,Technology,Houston,515159.92,334,2.8,2016
BUS0422,Business_422,Education,Houston,183281.71,145,1.9,2019
BUS0423,Business_423,Healthcare,Seattle,348851.01,221,3.1,1994
BUS0424,Business_424,Finance,Houston,478450.92,463,2.1,2018
BUS0425,Business_425,Technology,Chicago,100930.7,197,1.6,1994
BUS0426,Business_426,Healthcare,Chicago,391087.21,441,1.6,1994
BUS0427,Business_427,Education,Houston,59104.27,183,3.4,2023
BUS0428,Business_428,Retail,Seattle,179707.98,240,4.3,1981
BUS0429,Business_429,Finance,Los Angeles,824455.14,134,3.6,2002
BUS0430,Business_430,Finance,New York,965637.63,116,2.7,1985
BUS0431,Business_431,Retail,Miami,530166.12,243,2.3,2010
BUS0432,Business_432,Technology,Chicago,520221.36,159,1.5,1988
BUS0433,Business_433,Healthcare,Miami,700461.84,351,3.7,2012
BUS0434,Business_434,Hospitality,Houston,444848.91,271,2.9,2018
BUS0435,Business_435,Education,Miami,847897.21,427,3.4,2010
BUS0436,Business_436,Retail,Miami,514264.54,324,3.6,2021
BUS0437,Business_437,Healthcare,Los Angeles,128537.09,208,2.6,2003
BUS0438,Business_438,Hospitality,New York,79317.67,304,2.0,1991
BUS0439,Business_439,Technology,Houston,773003.79,57,1.5,2004
BUS0440,Business_440,Finance,Miami,327485.41,8,3.4,2011
BUS0441,Business_441,Finance,Los Angeles,311110.27,266,1.5,2010
BUS0442,Business_442,Hospitality,Miami,560728.19,344,3.1,1988
BUS0443,Business_443,Education,Chicago,209798.53,499,4.6,1990
BUS0444,Business_444,Hospitality,Miami,484455.32,436,1.6,1992
BUS0445,Business_445,Hospitality,Houston,755392.34,434,1.7,1994
BUS0446,Business_446,Education,Miami,777623.58,196,4.7,1982
BUS0447,Business_447,Finance,New York,572239.88,292,3.1,2006
BUS0448,Business_448,Education,Miami,157550.45,336,2.6,1980
BUS0449,Business_449,Finance,Chicago,158496.32,309,4.9,1997
BUS0450,Business_450,Education,Los Angeles,786357.38,316,3.6,2006
BUS0451,Business_451,Hospitality,New York,832118.67,149,4.5,1994
BUS0452,Business_452,Finance,Los Angeles,398518.68,157,3.9,2022
BUS0453,Business_453,Technology,New York,831480.38,355,4.3,1992
BUS0454,Business_454,Healthcare,Seattle,89530.0,60,4.8,1993
BUS0455,Business_455,Healthcare,Houston,733031.23,251,1.9,1984
BUS0456,Business_456,Education,Seattle,569035.61,37,3.4,1991
BUS0457,Business_457,Finance,Houston,990286.94,177,2.9,2008
BUS0458,Business_458,Education,Los Angeles,147295.62,146,2.9,2019
BUS0459,Business_459,Education,Miami,838567.18,332,1.9,2011
BUS0460,Business_460,Healthcare,Los Angeles,763778.22,171,2.6,2000
BUS0461,Business_461,Retail,Chicago,332823.49,446,1.6,2009
BUS0462,Business_462,Healthcare,Miami,999347.04,146,3.3,1995
BUS0463,Business_463,Healthcare,Seattle,477245.73,138,4.1,2007
BUS0464,Business_464,Healthcare,Los Angeles,381148.13,340,3.5,2005
BUS0465,Business_465,Education,New York,825892.16,369,3.0,1982
BUS0466,Business_466,Retail,Chicago,467116.41,492,1.7,2018
BUS0467,Business_467,Healthcare,Seattle,994259.8,461,3.7,2004
BUS0468,Business_468,Finance,Miami,786850.07,338,4.7,2000
BUS0469,Business_469,Finance,Seattle,275098.75,157,3.4,2005
BUS0470,Business_470,Retail,Chicago,820167.58,101,1.3,2019
BUS0471,Business_471,Technology,Seattle,608527.7,81,2.5,2016
BUS0472,Business_472,Education,Chicago,383099.3,269,1.5,2018
BUS0473,Business_473,Technology,Chicago,725216.26,396,1.1,2014
BUS0474,Business_474,Healthcare,Seattle,651132.1,128,3.1,2013
BUS0475,Business_475,Technology,Houston,207682.54,465,4.6,2021
BUS0476,Business_476,Hospitality,Miami,182273.22,34,3.7,1982
BUS0477,Business_477,Education,Miami,246288.67,417,4.3,2013
BUS0478,Business_478,Finance,New York,246595.58,443,3.4,1986
BUS0479,Business_479,Hospitality,Houston,106389.94,415,1.7,2008
BUS0480,Business_480,Finance,Miami,383274.71,419,4.6,2009
BUS0481,Business_481,Technology,Houston,317030.77,312,3.4,1982
BUS0482,Business_482,Retail,Los Angeles,561830.12,211,4.5,1995
BUS0483,Business_483,Technology,New York,357470.94,343,3.1,2013
BUS0484,Business_484,Finance,Houston,718851.07,168,4.0,2014
BUS0485,Business_485,Hospitality,Los Angeles,324866.58,353,1.4,2005
BUS0486,Business_486,Hospitality,Houston,303975.91,76,3.6,1982
BUS0487,Business_487,Technology,Chicago,865116.0,374,4.6,2015
BUS0488,Business_488,Finance,Miami,986213.89,18,3.2,2004
BUS0489,Business_489,Education,Chicago,695334.35,340,1.0,2013
BUS0490,Business_490,Education,New York,140463.91,259,4.8,2020
BUS0491,Business_491,Healthcare,Seattle,964633.4,156,3.7,1983
BUS0492,Business_492,Healthcare,Chicago,796406.5,137,2.7,1992
BUS0493,Business_493,Technology,Seattle,922830.28,469,2.7,1998
BUS0494,Business_494,Retail,Los Angeles,992861.91,219,4.5,2008
BUS0495,Business_495,Technology,Seattle,873695.21,212,3.8,2005
BUS0496,Business_496,Finance,Seattle,170543.76,203,2.7,1999
BUS0497,Business_497,Technology,New York,872774.86,382,4.8,1998
BUS0498,Business_498,Retail,Houston,287193.38,23,2.9,2009
BUS0499,Business_499,Technology,Chicago,725825.11,303,4.1,1990
BUS0500,Business_500,Retail,Miami,837057.71,367,2.4,2007
BUS0501,Business_501,Education,Miami,773399.91,297,4.2,1998
BUS0502,Business_502,Retail,Seattle,692422.83,422,4.6,2019
BUS0503,Business_503,Technology,New York,514985.79,102,4.3,1983
BUS0504,Business_504,Education,Houston,598554.25,180,3.3,2013
BUS0505,Business_505,Retail,Miami,305281.29,376,2.7,1989
BUS0506,Business_506,Education,New York,443513.83,370,2.0,2009
BUS0507,Business_507,Retail,New York,479392.14,118,4.1,2021
BUS0508,Business_508,Technology,Miami,651946.38,356,4.6,2008
BUS0509,Business_509,Retail,Chicago,886118.83,278,1.3,1985
BUS0510,Business_510,Technology,Chicago,138440.04,331,3.4,2012
BUS0511,Business_511,Healthcare,Houston,539832.8,406,3.2,1987
BUS0512,Business_512,Healthcare,Houston,314314.4,248,2.0,1991
BUS0513,Business_513,Finance,Miami,939519.31,469,1.0,2017
BUS0514,Business_514,Technology,Seattle,400617.62,486,4.0,2014
BUS0515,Business_515,Finance,Chicago,952741.37,348,1.0,1988
BUS0516,Business_516,Finance,Miami,360924.82,188,3.1,2005
BUS0517,Business_517,Healthcare,Houston,52349.43,264,3.1,2006
BUS0518,Business_518,Retail,Houston,785428.53,158,2.5,2000
BUS0519,Business_519,Retail,Chicago,746087.83,437,1.8,2008
BUS0520,Business_520,Education,Houston,744385.34,92,4.2,1981
BUS0521,Business_521,Hospitality,Los Angeles,485526.79,435,2.6,1991
BUS0522,Business_522,Technology,New York,680936.63,341,1.4,2009
BUS0523,Business_523,Education,Miami,390311.59,453,2.7,2017
BUS0524,Business_524,Finance,Chicago,110164.15,290,3.3,1992
BUS0525,Business_525,Education,Chicago,557703.24,97,2.0,2009
BUS0526,Business_526,Finance,Houston,256938.44,155,3.1,1985
BUS0527,Business_527,Hospitality,Los Angeles,458160.95,54,3.3,1996
BUS0528,Business_528,Healthcare,Los Angeles,251258.89,246,3.4,2000
BUS0529,Business_529,Retail,Chicago,305110.0,70,5.0,2021
BUS0530,Business_530,Retail,Seattle,836926.44,384,2.6,1990
BUS0531,Business_531,Retail,Los Angeles,370867.4,137,1.8,1987
BUS0532,Business_532,Finance,Seattle,599036.96,376,3.2,1985
BUS0533,Business_533,Education,Chicago,587835.01,418,3.2,1987
BUS0534,Business_534,Healthcare,New York,511071.01,291,1.7,2008
BUS0535,Business_535,Finance,Seattle,376552.64,395,3.2,2020
BUS0536,Business_536,Finance,Chicago,698424.33,472,2.9,2003
BUS0537,Business_537,Healthcare,Seattle,95988.8,98,5.0,1985
BUS0538,Business_538,Education,Chicago,144596.0,489,3.3,2013
BUS0539,Business_539,Finance,New York,794695.27,353,4.1,2004
BUS0540,Business_540,Retail,Miami,486602.67,465,2.6,2012
BUS0541,Business_541,Finance,Seattle,168025.32,176,1.6,2019
BUS0542,Business_542,Hospitality,Los Angeles,864769.02,340,4.5,1990
BUS0543,Business_543,Retail,Chicago,469221.65,50,1.5,2004
BUS0544,Business_544,Retail,New York,50642.13,118,1.9,2015
BUS0545,Business_545,Healthcare,Houston,960130.18,186,4.1,2004
BUS0546,Business_546,Finance,Seattle,242202.3,119,4.8,1982
BUS0547,Business_547,Hospitality,Seattle,704162.29,386,1.4,1990
BUS0548,Business_548,Technology,Miami,175317.43,451,3.0,2001
BUS0549,Business_549,Finance,Seattle,667497.34,162,4.1,2016
BUS0550,Business_550,Retail,Houston,201028.59,220,4.2,2022
BUS0551,Business_551,Finance,Miami,936089.28,408,3.5,1989
BUS0552,Business_552,Education,Houston,310318.49,459,3.7,1990
BUS0553,Business_553,Retail,New York,671858.57,174,1.2,1989
BUS0554,Business_554,Finance,Los Angeles,287869.81,195,2.6,1991
BUS0555,Business_555,Hospitality,New York,403251.58,138,3.5,1983
BUS0556,Business_556,Education,Miami,908610.26,304,4.2,2006
BUS0557,Business_557,Retail,New York,207248.83,155,4.3,1999
BUS0558,Business_558,Hospitality,Houston,426524.49,242,2.9,1999
BUS0559,Business_559,Finance,Chicago,340233.78,440,3.4,2008
BUS0560,Business_560,Technology,Miami,714469.3,65,1.4,1998
BUS0561,Business_561,Technology,Houston,272436.65,245,2.1,2020
BUS0562,Business_562,Technology,Houston,672710.97,32,2.5,1991
BUS0563,Business_563,Education,New York,718513.14,448,3.4,1987
BUS0564,Business_564,Technology,Los Angeles,51031.99,329,3.9,1988
BUS0565,Business_565,Hospitality,Seattle,502966.37,303,4.7,1992
BUS0566,Business_566,Finance,Miami,176064.8,302,2.6,1980
BUS0567,Business_567,Retail,Houston,264881.32,488,3.6,2019
BUS0568,Business_568,Hospitality,Miami,695983.59,322,2.1,1996
BUS0569,Business_569,Education,Miami,58822.6,41,4.9,1980
BUS0570,Business_570,Finance,New York,710817.25,246,1.2,2009
BUS0571,Business_571,Finance,Seattle,826253.58,460,4.1,2011
BUS0572,Business_572,Technology,Houston,988747.16,104,1.7,2011
BUS0573,Business_573,Finance,Chicago,451198.24,261,3.0,2014
BUS0574,Business_574,Hospitality,Miami,175566.39,66,1.0,1980
BUS0575,Business_575,Healthcare,Chicago,117286.89,449,4.4,2018
BUS0576,Business_576,Finance,Seattle,413916.43,353,4.7,2011
BUS0577,Business_577,Education,Miami,744225.21,200,3.1,1995
BUS0578,Business_578,Technology,Houston,147305.81,276,1.8,1993
BUS0579,Business_579,Technology,Los Angeles,347683.9,157,4.1,2017
BUS0580,Business_580,Finance,Seattle,886939.55,216,3.0,2022
BUS0581,Business_581,Healthcare,Chicago,180272.83,32,3.8,2010
BUS0582,Business_582,Hospitality,Seattle,784787.46,450,3.5,2009
BUS0583,Business_583,Finance,New York,765499.91,442,3.7,2006
BUS0584,Business_584,Retail,New York,176488.92,82,2.4,2008
BUS0585,Business_585,Hospitality,New York,993293.15,75,3.6,1985
BUS0586,Business_586,Healthcare,New York,185710.41,107,4.9,2018
BUS0587,Business_587,Technology,Los Angeles,553982.86,180,1.3,2018
BUS0588,Business_588,Education,Miami,58051.0,214,2.1,1980
BUS0589,Business_589,Technology,Chicago,667519.2,296,2.6,1995
BUS0590,Business_590,Retail,Seattle,468094.45,462,3.7,2015
BUS0591,Business_591,Hospitality,Seattle,736310.43,469,2.6,1997
BUS0592,Business_592,Healthcare,Seattle,646676.04,239,1.8,2019
BUS0593,Business_593,Healthcare,Los Angeles,193805.42,78,1.1,2020
BUS0594,Business_594,Finance,Houston,441124.4,166,3.8,2015
BUS0595,Business_595,Technology,Houston,702237.86,446,4.7,1993
BUS0596,Business_596,Hospitality,New York,866964.4,371,3.2,1983
BUS0597,Business_597,Finance,Los Angeles,132353.63,97,3.9,1991
BUS0598,Business_598,Healthcare,Houston,145441.86,403,3.2,1989
BUS0599,Business_599,Retail,Houston,764823.36,46,3.3,1983
BUS0600,Business_600,Hospitality,Los Angeles,610095.22,254,2.4,2021
BUS0601,Business_601,Retail,Seattle,414830.31,175,4.3,2002
BUS0602,Business_602,Finance,New York,965086.28,328,1.9,1982
BUS0603,Business_603,Technology,Houston,348778.48,95,4.9,1989
BUS0604,Business_604,Finance,Miami,182838.68,165,2.8,1982
BUS0605,Business_605,Finance,Houston,313119.27,329,2.6,2022
BUS0606,Business_606,Education,Seattle,130036.28,34,1.0,2016
BUS0607,Business_607,Technology,Houston,575726.8,7,1.7,2018
BUS0608,Business_608,Finance,Miami,620007.47,236,3.0,1999
BUS0609,Business_609,Retail,New York,627213.44,145,3.2,2001
BUS0610,Business_610,Healthcare,New York,790021.17,112,3.0,1985
BUS0611,Business_611,Finance,Houston,705952.27,394,2.4,1983
BUS0612,Business_612,Healthcare,Houston,855497.5,401,1.5,1986
BUS0613,Business_613,Education,Houston,675485.1,91,3.1,2006
BUS0614,Business_614,Technology,Miami,336566.87,300,2.0,1991
BUS0615,Business_615,Education,Chicago,541861.67,396,3.2,1990
BUS0616,Business_616,Technology,Houston,534046.44,86,4.2,2023
BUS0617,Business_617,Finance,Chicago,760451.46,255,2.0,1998
BUS0618,Business_618,Healthcare,Houston,330764.95,407,2.8,2019
BUS0619,Business_619,Finance,Los Angeles,101840.67,395,2.5,2022
BUS0620,Business_620,Healthcare,Seattle,903016.93,404,2.9,2018
BUS0621,Business_621,Healthcare,Chicago,956937.94,50,2.0,2016
BUS0622,Business_622,Retail,Miami,520143.33,71,2.4,2015
BUS0623,Business_623,Healthcare,Miami,157106.48,319,4.1,1991
BUS0624,Business_624,Retail,Los Angeles,524603.41,227,3.7,2009
BUS0625,Business_625,Education,New York,614233.28,329,4.6,2017
BUS0626,Business_626,Finance,New York,551872.18,224,4.4,2003
BUS0627,Business_627,Healthcare,Chicago,978812.1,211,2.9,1982
BUS0628,Business_628,Healthcare,Chicago,987538.41,224,2.0,1985
BUS0629,Business_629,Technology,Los Angeles,937228.18,499,2.5,1999
BUS0630,Business_630,Finance,Houston,175383.74,249,4.2,2000
BUS0631,Business_631,Hospitality,Los Angeles,867773.3,201,1.9,2003
BUS0632,Business_632,Education,Miami,589961.37,7,3.8,2004
BUS0633,Business_633,Healthcare,Miami,397141.84,24,4.2,1984
BUS0634,Business_634,Retail,Seattle,698794.95,278,2.6,2007
BUS0635,Business_635,Healthcare,Seattle,774589.64,107,2.4,2015
BUS0636,Business_636,Healthcare,New York,956730.33,379,3.1,1984
BUS0637,Business_637,Healthcare,Chicago,781848.7,196,3.8,1998
BUS0638,Business_638,Retail,Houston,65854.93,491,2.1,2010
BUS0639,Business_639,Education,Los Angeles,114155.94,12,2.1,1988
BUS0640,Business_640,Healthcare,Chicago,299076.01,461,2.6,1987
BUS0641,Business_641,Hospitality,Los Angeles,87835.52,169,4.0,1997
BUS0642,Business_642,Education,Los Angeles,107445.42,392,2.4,2001
BUS0643,Business_643,Finance,New York,799825.5,431,3.2,2013
BUS0644,Business_644,Retail,Los Angeles,531280.07,276,1.7,2006
BUS0645,Business_645,Hospitality,Chicago,647142.16,102,2.3,2013
BUS0646,Business_646,Technology,Houston,525996.52,14,1.9,1993
BUS0647,Business_647,Hospitality,Los Angeles,444660.39,351,3.3,1993
BUS0648,Business_648,Education,Seattle,716720.11,7,1.7,2019
BUS0649,Business_649,Technology,New York,128306.42,325,4.0,1983
BUS0650,Business_650,Technology,Los Angeles,559736.58,380,4.7,1986
BUS0651,Business_651,Healthcare,Houston,635244.7,132,1.8,2016
BUS0652,Business_652,Retail,Los Angeles,313594.35,120,3.9,2020
BUS0653,Business_653,Hospitality,Miami,344411.54,360,1.9,2013
BUS0654,Business_654,Technology,Chicago,535739.46,454,2.0,1985
BUS0655,Business_655,Finance,Houston,243037.62,181,2.1,2010
BUS0656,Business_656,Technology,Chicago,817657.08,164,1.9,2018
BUS0657,Business_657,Retail,Los Angeles,559570.66,71,4.3,1998
BUS0658,Business_658,Education,New York,421194.93,57,4.3,2007
BUS0659,Business_659,Retail,Seattle,652579.53,201,2.4,2018
BUS0660,Business_660,Retail,Houston,842800.15,262,4.1,2000
BUS0661,Business_661,Education,Seattle,697002.9,306,1.5,1996
BUS0662,Business_662,Healthcare,Los Angeles,112809.33,161,1.3,2013
BUS0663,Business_663,Hospitality,Chicago,713742.09,90,4.8,2016
BUS0664,Business_664,Retail,New York,743460.46,38,3.0,2019
BUS0665,Business_665,Finance,Chicago,854144.71,426,1.0,2002
BUS0666,Business_666,Education,Seattle,105010.65,28,4.4,1988
BUS0667,Business_667,Finance,Houston,131902.16,157,4.8,2019
BUS0668,Business_668,Healthcare,Chicago,462759.41,490,4.4,2016
BUS0669,Business_669,Education,Houston,480703.25,153,2.5,2011
BUS0670,Business_670,Technology,Seattle,628390.78,238,2.3,2013
BUS0671,Business_671,Technology,Chicago,343825.56,377,4.6,2020
BUS0672,Business_672,Hospitality,Seattle,754608.83,271,4.5,2011
BUS0673,Business_673,Hospitality,Miami,753625.27,310,3.3,2011
BUS0674,Business_674,Healthcare,Miami,163470.86,273,2.1,1991
BUS0675,Business_675,Education,Chicago,722505.58,177,1.7,2019
BUS0676,Business_676,Education,Chicago,716424.63,227,4.1,1994
BUS0677,Business_677,Finance,Houston,205641.0,459,3.0,1998
BUS0678,Business_678,Hospitality,Los Angeles,955365.39,356,2.6,1992
BUS0679,Business_679,Healthcare,Houston,546855.09,73,4.0,1980
BUS0680,Business_680,Healthcare,New York,793837.75,180,1.5,1987
BUS0681,Business_681,Education,Houston,734727.24,466,3.1,1981
BUS0682,Business_682,Retail,Miami,208614.81,255,2.7,2009
BUS0683,Business_683,Healthcare,Los Angeles,170584.08,188,4.8,2020
BUS0684,Business_684,Retail,Seattle,792067.78,389,1.1,1987
BUS0685,Business_685,Retail,Miami,305326.26,101,2.4,1993
BUS0686,Business_686,Technology,New York,892094.02,89,4.4,2019
BUS0687,Business_687,Education,Seattle,782858.78,490,4.1,2006
BUS0688,Business_688,Healthcare,Chicago,77888.44,469,2.8,2006
BUS0689,Business_689,Healthcare,Miami,816752.45,475,1.5,1982
BUS0690,Business_690,Finance,Chicago,308381.57,420,3.1,2001
BUS0691,Business_691,Finance,Seattle,110678.39,211,2.3,2002
BUS0692,Business_692,Technology,Miami,726707.09,14,1.0,2015
BUS0693,Business_693,Finance,Los Angeles,597819.09,121,3.7,2020
BUS0694,Business_694,Hospitality,Houston,123216.53,119,2.5,1993
BUS0695,Business_695,Finance,Houston,482437.89,377,1.4,1980
BUS0696,Business_696,Education,New York,392117.7,72,2.4,2020
BUS0697,Business_697,Education,New York,524629.51,113,4.4,1992
BUS0698,Business_698,Hospitality,Los Angeles,588541.82,380,1.7,1998
BUS0699,Business_699,Technology,Chicago,399303.39,16,2.1,1996
BUS0700,Business_700,Education,Chicago,292360.28,306,2.1,1984
BUS0701,Business_701,Education,Houston,147759.67,263,4.8,1999
BUS0702,Business_702,Hospitality,Houston,595216.69,91,2.4,1999
BUS0703,Business_703,Finance,Los Angeles,736639.45,68,1.7,2012
BUS0704,Business_704,Retail,Houston,266984.2,192,2.7,2015
BUS0705,Business_705,Retail,New York,533383.64,369,2.7,2000
BUS0706,Business_706,Healthcare,Seattle,91836.01,338,4.0,1980
BUS0707,Business_707,Finance,Miami,869782.07,410,2.5,1987
BUS0708,Business_708,Education,Los Angeles,282323.88,24,2.6,2023
BUS0709,Business_709,Healthcare,Chicago,498176.36,197,2.8,2001
BUS0710,Business_710,Retail,Miami,413830.5,453,3.3,2001
BUS0711,Business_711,Finance,Houston,192580.43,332,4.9,2005
BUS0712,Business_712,Finance,Miami,934602.07,135,3.7,2016
BUS0713,Business_713,Hospitality,Los Angeles,864610.94,399,4.3,2019
BUS0714,Business_714,Education,Miami,575221.55,278,3.9,1981
BUS0715,Business_715,Technology,Chicago,918250.29,324,4.2,1991
BUS0716,Business_716,Retail,Miami,753632.54,29,3.2,1992
BUS0717,Business_717,Retail,Seattle,448400.84,309,4.4,2001
BUS0718,Business_718,Technology,Houston,355711.91,29,1.8,2001
BUS0719,Business_719,Healthcare,Miami,445443.77,343,4.2,2023
BUS0720,Business_720,Healthcare,Miami,734273.53,60,4.0,2010
BUS0721,Business_721,Retail,Miami,307695.06,339,2.9,2010
BUS0722,Business_722,Hospitality,New York,123992.72,433,1.0,1982
BUS0723,Business_723,Hospitality,Chicago,404167.76,15,2.7,2021
BUS0724,Business_724,Education,Seattle,526938.9,29,1.5,1988
BUS0725,Business_725,Hospitality,Miami,906843.96,358,4.6,2010
BUS0726,Business_726,Hospitality,Miami,220377.13,64,3.5,1989
BUS0727,Business_727,Finance,Houston,814121.12,218,3.1,2020
BUS0728,Business_728,Healthcare,Miami,982343.17,232,2.3,2009
BUS0729,Business_729,Retail,Houston,956375.44,199,2.9,2014
BUS0730,Business_730,Finance,Los Angeles,115480.12,68,2.0,2001
BUS0731,Business_731,Technology,Houston,491839.47,285,4.4,2009
BUS0732,Business_732,Education,Houston,318191.53,134,1.2,2006
BUS0733,Business_733,Hospitality,Seattle,852604.18,247,1.4,1983
BUS0734,Business_734,Healthcare,New York,360935.88,364,1.7,2013
BUS0735,Business_735,Education,Miami,575436.83,83,1.9,1999
BUS0736,Business_736,Education,New York,57570.71,110,2.0,2016
BUS0737,Business_737,Technology,Seattle,240637.6,360,4.4,2023
BUS0738,Business_738,Retail,New York,585616.4,356,1.4,2000
BUS0739,Business_739,Technology,New York,338713.84,327,4.0,2015
BUS0740,Business_740,Healthcare,Los Angeles,641581.65,9,2.0,2014
BUS0741,Business_741,Finance,New York,490730.36,159,2.4,1981
BUS0742,Business_742,Hospitality,Miami,612106.39,220,3.2,1993
BUS0743,Business_743,Healthcare,Chicago,518692.64,343,4.2,2016
BUS0744,Business_744,Finance,Miami,783982.6,56,2.4,2023
BUS0745,Business_745,Healthcare,Seattle,235651.3,344,2.6,2001
BUS0746,Business_746,Hospitality,Seattle,905421.13,271,2.4,2002
BUS0747,Business_747,Finance,Miami,772458.11,143,3.7,1984
BUS0748,Business_748,Education,New York,282870.53,323,3.4,1989
BUS0749,Business_749,Technology,New York,56058.99,315,3.3,1997
BUS0750,Business_750,Healthcare,Los Angeles,439534.3,363,3.6,1981
BUS0751,Business_751,Healthcare,Los Angeles,271347.85,75,3.2,2001
BUS0752,Business_752,Hospitality,Houston,379102.51,219,4.9,2004
BUS0753,Business_753,Technology,Houston,847595.31,430,2.1,2020
BUS0754,Business_754,Education,Los Angeles,883338.68,465,2.3,2014
BUS0755,Business_755,Hospitality,Los Angeles,953440.75,58,3.0,1990
BUS0756,Business_756,Education,Seattle,51388.94,266,4.1,2016
BUS0757,Business_757,Education,Chicago,674438.66,373,2.8,2018
BUS0758,Business_758,Technology,Chicago,856555.69,321,1.3,2004
BUS0759,Business_759,Healthcare,Miami,740854.29,65,3.5,1991
BUS0760,Business_760,Technology,Miami,148751.57,149,2.9,2018
BUS0761,Business_761,Finance,Houston,553323.76,63,4.8,1987
BUS0762,Business_762,Education,Miami,276259.21,406,4.5,1999
BUS0763,Business_763,Finance,Houston,517427.43,59,3.6,2000
BUS0764,Business_764,Healthcare,Los Angeles,106900.32,259,4.7,1982
BUS0765,Business_765,Education,Los Angeles,997111.31,106,2.7,1997
BUS0766,Business_766,Hospitality,Houston,726069.85,316,3.4,2006
BUS0767,Business_767,Technology,Los Angeles,138375.31,107,2.6,1985
BUS0768,Business_768,Finance,Seattle,925210.68,403,4.6,2011
BUS0769,Business_769,Retail,Los Angeles,902423.1,139,1.3,1995
BUS0770,Business_770,Hospitality,Los Angeles,543771.26,430,2.4,2003
BUS0771,Business_771,Education,Los Angeles,715804.56,272,2.3,2008
BUS0772,Business_772,Healthcare,Miami,403867.38,108,3.6,1999
BUS0773,Business_773,Retail,Los Angeles,975827.05,188,3.8,1993
BUS0774,Business_774,Education,Chicago,130657.3,365,3.4,2013
BUS0775,Business_775,Education,Seattle,140798.16,214,2.6,1999
BUS0776,Business_776,Retail,Miami,176838.16,156,4.6,1991
BUS0777,Business_777,Hospitality,Los Angeles,828964.75,87,4.1,1987
BUS0778,Business_778,Hospitality,New York,121088.96,25,4.8,2003
BUS0779,Business_779,Technology,Miami,589429.69,285,4.0,1982
BUS0780,Business_780,Retail,Chicago,463233.73,259,3.1,1992
BUS0781,Business_781,Finance,Seattle,966007.36,471,2.8,1985
BUS0782,Business_782,Technology,Miami,274933.15,111,1.7,2008
BUS0783,Business_783,Finance,Seattle,297941.39,357,4.4,2012
BUS0784,Business_784,Education,Miami,349258.47,482,1.5,1981
BUS0785,Business_785,Healthcare,Los Angeles,810775.98,251,1.9,2010
BUS0786,Business_786,Hospitality,Los Angeles,715689.33,174,2.0,2012
BUS0787,Business_787,Hospitality,Miami,748585.23,125,4.0,1989
BUS0788,Business_788,Healthcare,Chicago,352154.83,6,4.0,1992
BUS0789,Business_789,Education,Chicago,308358.08,11,1.8,2001
BUS0790,Business_790,Technology,Los Angeles,120953.06,348,2.6,2010
BUS0791,Business_791,Hospitality,Chicago,242576.99,50,1.4,2013
BUS0792,Business_792,Education,Los Angeles,790940.13,469,4.7,1999
BUS0793,Business_793,Hospitality,Houston,605472.63,61,2.9,2000
BUS0794,Business_794,Hospitality,Seattle,197640.02,432,1.2,1989
BUS0795,Business_795,Healthcare,Miami,206156.23,298,4.1,1986
BUS0796,Business_796,Finance,New York,492752.36,347,3.1,2013
BUS0797,Business_797,Technology,Houston,436186.92,257,5.0,2023
BUS0798,Business_798,Hospitality,Houston,559128.32,81,1.4,1988
BUS0799,Business_799,Education,Los Angeles,966402.99,491,3.5,1993
BUS0800,Business_800,Finance,Miami,247254.41,51,1.3,1982
BUS0801,Business_801,Healthcare,Houston,342892.33,404,4.7,2009
BUS0802,Business_802,Healthcare,Houston,301757.53,266,2.6,2004
BUS0803,Business_803,Education,New York,163917.88,43,1.9,2013
BUS0804,Business_804,Hospitality,Chicago,199734.61,375,4.0,1987
BUS0805,Business_805,Technology,Miami,701752.1,375,2.8,1980
BUS0806,Business_806,Retail,New York,835067.35,56,1.5,1999
BUS0807,Business_807,Education,Miami,712034.08,468,3.1,1982
BUS0808,Business_808,Technology,New York,88313.32,136,1.7,2023
BUS0809,Business_809,Education,Houston,844128.51,334,1.1,2018
BUS0810,Business_810,Education,Seattle,361403.98,123,2.4,1985
BUS0811,Business_811,Technology,Chicago,136652.26,238,4.7,2001
BUS0812,Business_812,Healthcare,Seattle,285807.85,156,4.5,2009
BUS0813,Business_813,Healthcare,Seattle,387955.62,140,2.9,1982
BUS0814,Business_814,Finance,Chicago,537786.69,242,4.5,1986
BUS0815,Business_815,Education,Los Angeles,693324.21,30,4.7,2013
