Date,Demand,Easter,Thanksgiving,Christmas,Temperature,Marketing
6/1/2016,684.8398845,0,0,0,21.75,105.475
6/2/2016,629.5547759,0,0,0,18.78,153.64
6/3/2016,606.1157538,0,0,0,19.1,76.339
6/4/2016,630.9813341,0,0,0,22.55,104.289
6/5/2016,568.0735488,0,0,0,20.17,72.515
6/6/2016,762.3906061,0,0,0,23.39,73.547
6/7/2016,576.1267724,0,0,0,23.48,99.853
6/8/2016,711.2461044,0,0,0,18.76,143.174
6/9/2016,648.9062938,0,0,0,19.58,59.127
6/10/2016,537.7568045,0,0,0,21.18,32.299
6/11/2016,655.0119703,0,0,0,22.62,97.006
6/12/2016,614.6035835,0,0,0,23.3,60.848
6/13/2016,612.9043406,0,0,0,20.83,105.921
6/14/2016,638.5603722,0,0,0,22.04,196.925
6/15/2016,744.2238528,0,0,0,23.01,64.294
6/16/2016,631.7080795,0,0,0,19.87,145.57
6/17/2016,509.7644835,0,0,0,20.65,136.196
6/18/2016,628.0965362,0,0,0,23.58,171.421
6/19/2016,576.9246687,0,0,0,23.23,101.272
6/20/2016,751.4718694,0,0,0,22.22,100.652
6/21/2016,628.7674206,0,0,0,25.83,74.215
6/22/2016,791.1957839,0,0,0,25.98,152.147
6/23/2016,590.6998154,0,0,0,24.43,125.11
6/24/2016,533.7596882,0,0,0,22.61,72.886
6/25/2016,611.8506558,0,0,0,23.86,130.546
6/26/2016,568.2915743,0,0,0,24.01,161.387
6/27/2016,673.1076028,0,0,0,23.37,154.469
6/28/2016,615.8572493,0,0,0,22.33,38.792
6/29/2016,678.3684309,0,0,0,26.18,160.109
6/30/2016,596.9317307,0,0,0,25.65,63.82
7/1/2016,522.1597814,0,0,0,23.92,126.741
7/2/2016,614.3102159,0,0,0,23.83,124.864
7/3/2016,516.4430381,0,0,0,23.84,89.334
7/4/2016,707.7228642,0,0,0,24.58,109.123
7/5/2016,513.3004356,0,0,0,27.2,115.985
7/6/2016,605.7737519,0,0,0,28.19,39.292
7/7/2016,597.6405059,0,0,0,27.37,134.077
7/8/2016,539.5836897,0,0,0,26.5,63.843
7/9/2016,635.6702833,0,0,0,22.05,83.776
7/10/2016,559.5730741,0,0,0,25.9,44.751
7/11/2016,603.9199345,0,0,0,25.13,36.017
7/12/2016,605.2587225,0,0,0,25,125.165
7/13/2016,615.7692642,0,0,0,25.19,159.171
7/14/2016,603.0206811,0,0,0,27.44,38.467
7/15/2016,520.8303815,0,0,0,28.94,129.721
7/16/2016,654.1293144,0,0,0,28.03,184.686
7/17/2016,582.8610505,0,0,0,28.55,46.491
7/18/2016,720.480341,0,0,0,29.22,71.561
7/19/2016,560.4178196,0,0,0,27.64,153.833
7/20/2016,698.569173,0,0,0,26.05,173.544
7/21/2016,615.921829,0,0,0,27.8,166.224
7/22/2016,564.3206544,0,0,0,29.3,137.961
7/23/2016,673.4391707,0,0,0,30.9,172.36
7/24/2016,618.2346293,0,0,0,28.47,42.037
7/25/2016,682.5004377,0,0,0,28.59,168.469
7/26/2016,530.3548515,0,0,0,29.36,106.452
7/27/2016,694.4076227,0,0,0,28.82,125.546
7/28/2016,609.6290422,0,0,0,29.19,134.918
7/29/2016,488.7586751,0,0,0,26.69,24.589
7/30/2016,581.3776054,0,0,0,26.77,28.878
7/31/2016,511.3214068,0,0,0,24.98,94.96
8/1/2016,645.9678584,0,0,0,24.73,88.481
8/2/2016,555.5019316,0,0,0,23.33,133.369
8/3/2016,660.5591443,0,0,0,24.34,110.958
8/4/2016,549.3160977,0,0,0,24.56,138.507
8/5/2016,459.5249945,0,0,0,25.35,146.193
8/6/2016,571.524648,0,0,0,27.77,57.664
8/7/2016,477.4411205,0,0,0,27.7,121.166
8/8/2016,633.7061745,0,0,0,26.73,142.473
8/9/2016,570.7981843,0,0,0,26.65,63.303
8/10/2016,680.1716885,0,0,0,27.15,146.654
8/11/2016,541.2844284,0,0,0,28.01,110.478
8/12/2016,490.4087682,0,0,0,29.61,64.758
8/13/2016,579.1518217,0,0,0,28.96,75.626
8/14/2016,504.9031781,0,0,0,30.46,150.739
8/15/2016,538.6324872,0,0,0,29.51,100.515
8/16/2016,467.6102029,0,0,0,28.03,51.432
8/17/2016,614.7959558,0,0,0,28.23,163.97
8/18/2016,535.9575095,0,0,0,27.47,105.344
8/19/2016,508.30569,0,0,0,28.08,103.968
8/20/2016,582.8704244,0,0,0,27,32.853
8/21/2016,513.9496305,0,0,0,27.33,152.524
8/22/2016,594.0470693,0,0,0,26.1,102.788
8/23/2016,558.0801337,0,0,0,25.23,158.696
8/24/2016,608.8933207,0,0,0,26.91,52.373
8/25/2016,535.0686701,0,0,0,25.63,37.046
8/26/2016,498.2434879,0,0,0,30.24,36.83
8/27/2016,515.5853287,0,0,0,27.27,61.186
8/28/2016,544.5628846,0,0,0,26.83,119.568
8/29/2016,607.7624208,0,0,0,29.98,114.904
8/30/2016,488.8887913,0,0,0,26.05,59.248
8/31/2016,586.4304158,0,0,0,27.53,161.485
9/1/2016,567.6921918,0,0,0,24.88,88.921
9/2/2016,537.5745555,0,0,0,25.9,103.198
9/3/2016,546.678392,0,0,0,22.9,71.132
9/4/2016,566.0231416,0,0,0,23.74,61.722
9/5/2016,692.4551377,0,0,0,26.27,193.765
9/6/2016,548.0221809,0,0,0,25.61,82.349
9/7/2016,653.9483239,0,0,0,26.17,81.462
9/8/2016,617.6922937,0,0,0,26.98,146.644
9/9/2016,514.4433035,0,0,0,28.9,62.862
9/10/2016,601.6862197,0,0,0,27.97,106.915
9/11/2016,532.1173264,0,0,0,26.63,35.391
9/12/2016,608.5092794,0,0,0,22.8,184.599
9/13/2016,517.7594289,0,0,0,24.44,133.673
9/14/2016,708.062706,0,0,0,27.76,164.661
9/15/2016,612.23642,0,0,0,21.92,157.206
9/16/2016,543.3963568,0,0,0,21.11,168.267
9/17/2016,603.4431284,0,0,0,23.01,65.681
9/18/2016,535.1128299,0,0,0,25.83,108.669
9/19/2016,593.566705,0,0,0,23.08,164.315
9/20/2016,539.6007815,0,0,0,24.95,193.028
9/21/2016,637.9189606,0,0,0,26.26,162.11
9/22/2016,637.1311857,0,0,0,25.29,164.906
9/23/2016,558.1784949,0,0,0,26.5,109.779
9/24/2016,639.3572677,0,0,0,21.51,76.228
9/25/2016,611.3340422,0,0,0,20.26,76.846
9/26/2016,729.0378058,0,0,0,21.13,55.18
9/27/2016,585.2153675,0,0,0,21.35,162.689
9/28/2016,670.2131844,0,0,0,20.24,93.994
9/29/2016,627.2729824,0,0,0,18.22,92.782
9/30/2016,503.0302369,0,0,0,17.69,115.006
10/1/2016,695.2183698,0,0,0,18.44,111.648
10/2/2016,547.781341,0,0,0,19.05,94.626
10/3/2016,679.3064475,0,0,0,20.69,135.132
10/4/2016,648.4611142,0,0,0,20.07,90.925
10/5/2016,708.8312409,0,0,0,18.73,180.443
10/6/2016,685.7044094,0,0,0,19.85,91.216
10/7/2016,569.3686677,0,0,0,20.42,113.498
10/8/2016,700.108608,0,0,0,20.04,90.012
10/9/2016,630.7515345,0,0,0,18.47,159.868
10/10/2016,673.1540632,0,0,0,17.19,74.833
10/11/2016,553.8218578,0,0,0,15.81,99.473
10/12/2016,684.3925105,0,0,0,17.95,143.783
10/13/2016,604.2330116,0,0,0,19.58,132.396
10/14/2016,571.4507555,0,0,0,16.5,46.716
10/15/2016,618.6968273,0,0,0,16.77,106.019
10/16/2016,632.7865899,0,0,0,20.01,164.483
10/17/2016,670.6266357,0,0,0,22.76,169.565
10/18/2016,608.6411003,0,0,0,22.72,92.542
10/19/2016,745.9328942,0,0,0,25.78,120.794
10/20/2016,625.384901,0,0,0,19.78,44.393
10/21/2016,549.0720627,0,0,0,21.23,103.117
10/22/2016,648.512815,0,0,0,17.81,161.21
10/23/2016,588.8108561,0,0,0,16.79,71.774
10/24/2016,714.6812159,0,0,0,16.48,127.65
10/25/2016,533.1625697,0,0,0,12.26,192.64
10/26/2016,799.2053638,0,0,0,10.93,124.146
10/27/2016,618.6371776,0,0,0,15.37,146.667
10/28/2016,530.3090031,0,0,0,14.11,73.694
10/29/2016,640.5712374,0,0,0,16.7,76.907
10/30/2016,596.9065465,0,0,0,20.05,157.661
10/31/2016,666.2198925,0,0,0,12.64,177.132
11/1/2016,715.0744985,0,0,0,14.25,181.444
11/2/2016,719.552077,0,0,0,18.11,39.071
11/3/2016,698.2407043,0,0,0,18.89,63.531
11/4/2016,643.3380245,0,0,0,15.17,192.367
11/5/2016,729.7375851,0,0,0,15.98,182.782
11/6/2016,618.5475317,0,0,0,13.61,105.978
11/7/2016,764.9631186,0,0,0,11.38,34.623
11/8/2016,704.9723023,0,0,0,16.79,190.062
11/9/2016,787.355247,0,0,0,14.19,166.479
11/10/2016,683.3663358,0,0,0,12.88,44.354
11/11/2016,639.9406647,0,0,0,15.58,111.096
11/12/2016,746.1833946,0,0,0,10.14,121.057
11/13/2016,663.8294269,0,0,0,14.31,179.677
11/14/2016,705.9123273,0,0,0,14.67,34.693
11/15/2016,666.251577,0,0,0,12.51,57.619
11/16/2016,774.7499032,0,0,0,15.15,90.822
11/17/2016,696.2677884,0,0,0,15.13,170.975
11/18/2016,573.1617271,0,0,0,15.71,177.791
11/19/2016,735.6935424,0,0,0,14.44,50.631
11/20/2016,633.6357833,0,0,0,6.08,33.608
11/21/2016,698.2492912,0,0,0,5.61,147.72
11/22/2016,643.1845069,0,0,0,6.14,172.731
11/23/2016,804.9374919,0,0,0,7.83,98.005
11/24/2016,642.3686995,0,1,0,11.7,90.976
11/25/2016,650.167682,0,0,0,11.63,156.312
11/26/2016,730.2213965,0,0,0,10.53,158.814
11/27/2016,623.445762,0,0,0,9.61,142.735
11/28/2016,814.9313188,0,0,0,10.23,74.161
11/29/2016,642.1620697,0,0,0,14.23,75.04
11/30/2016,818.9586726,0,0,0,13.48,41.021
12/1/2016,759.1879577,0,0,0,14.69,127.687
12/2/2016,699.4088979,0,0,0,9.95,159.044
12/3/2016,821.545784,0,0,0,8.59,151.288
12/4/2016,700.2170647,0,0,0,7.01,70.516
12/5/2016,806.6940221,0,0,0,8.94,204.469
12/6/2016,695.3137142,0,0,0,8.08,223.185
12/7/2016,922.4240861,0,0,0,7.42,117.607
12/8/2016,822.8253851,0,0,0,6.82,52.798
12/9/2016,675.8662645,0,0,0,4.12,201.342
12/10/2016,811.9964571,0,0,0,2.51,49.073
12/11/2016,676.8226613,0,0,0,5.38,202.484
12/12/2016,890.9429223,0,0,0,7.13,208.407
12/13/2016,783.3936794,0,0,0,4.94,182.184
12/14/2016,898.6938649,0,0,0,5.47,177.896
12/15/2016,769.9691697,0,0,0,3.01,87.718
12/16/2016,730.4228326,0,0,0,-0.75,148.273
12/17/2016,831.0073474,0,0,0,6.16,124.535
12/18/2016,789.2427745,0,0,0,12.54,204.316
12/19/2016,881.7853134,0,0,0,-0.02,142.358
12/20/2016,640.7233222,0,0,0,1.06,62.9
12/21/2016,972.1282813,0,0,0,3.98,185.123
12/22/2016,805.1305945,0,0,0,7.47,113.714
12/23/2016,664.6567252,0,0,0,6.38,55.453
12/24/2016,784.5020576,0,0,0,6.37,138.974
12/25/2016,718.4658108,0,0,1,7.74,238.061
12/26/2016,880.5946485,0,0,0,7.88,174.511
12/27/2016,715.7211484,0,0,0,12.74,118.756
12/28/2016,859.0779718,0,0,0,5.11,104.904
12/29/2016,695.8803426,0,0,0,8.58,113.13
12/30/2016,633.1801093,0,0,0,4.5,63.627
12/31/2016,736.1794295,0,0,0,5.88,131.044
1/1/2017,721.2854444,0,0,0,7.74,209.918
1/2/2017,836.2247433,0,0,0,6.4,198.888
1/3/2017,710.1139182,0,0,0,7.77,233.657
1/4/2017,776.9591337,0,0,0,9.31,162.543
1/5/2017,773.9435512,0,0,0,0.76,134.342
1/6/2017,646.1748545,0,0,0,1.34,174.321
1/7/2017,777.6834808,0,0,0,-1.85,59.949
1/8/2017,812.8007486,0,0,0,-3.39,230.007
1/9/2017,952.2240327,0,0,0,-3.6,100.783
1/10/2017,816.0464404,0,0,0,6.4,98.221
1/11/2017,959.2614467,0,0,0,7.46,157.343
1/12/2017,773.9781716,0,0,0,12.5,60.514
1/13/2017,661.647333,0,0,0,10.23,125.735
1/14/2017,774.3700458,0,0,0,1.06,200.699
1/15/2017,675.1783779,0,0,0,3.51,97.689
1/16/2017,836.1827364,0,0,0,4.26,100.465
1/17/2017,721.9298187,0,0,0,5.26,75.614
1/18/2017,851.3566583,0,0,0,5.38,221.103
1/19/2017,761.240649,0,0,0,7.55,199.721
1/20/2017,667.9319649,0,0,0,6.73,105.016
1/21/2017,833.7806738,0,0,0,7.86,105.32
1/22/2017,780.5216216,0,0,0,8.78,120.225
1/23/2017,902.8102938,0,0,0,6.19,178.744
1/24/2017,788.904552,0,0,0,4.94,130.026
1/25/2017,971.4807324,0,0,0,7.12,190.804
1/26/2017,755.3885042,0,0,0,8.44,177.425
1/27/2017,676.3980544,0,0,0,5.05,144.374
1/28/2017,778.4758643,0,0,0,3.64,139.115
1/29/2017,701.755578,0,0,0,4.73,168.503
1/30/2017,859.7822049,0,0,0,2.24,35.019
1/31/2017,827.6667881,0,0,0,2.68,236.935
2/1/2017,853.3874934,0,0,0,6.41,197.185
2/2/2017,775.7237638,0,0,0,5.6,188.645
2/3/2017,657.4405568,0,0,0,0.23,133.785
2/4/2017,767.2375163,0,0,0,1.12,49.139
2/5/2017,704.7417728,0,0,0,4.84,99.854
2/6/2017,873.3970146,0,0,0,6.17,112.264
2/7/2017,761.7688552,0,0,0,6.84,90.478
2/8/2017,824.5257016,0,0,0,12.44,75.999
2/9/2017,739.5009897,0,0,0,3.8,57.837
2/10/2017,659.9860474,0,0,0,-0.49,55.3
2/11/2017,791.284085,0,0,0,4.75,147.009
2/12/2017,717.2602521,0,0,0,4.76,178.55
2/13/2017,804.1165531,0,0,0,2.8,153.038
2/14/2017,736.7666512,0,0,0,2.94,150.023
2/15/2017,757.2953822,0,0,0,4.67,139.214
2/16/2017,808.200178,0,0,0,1.23,59.323
2/17/2017,696.3401548,0,0,0,3.8,115.413
2/18/2017,822.7662276,0,0,0,9.58,183.707
2/19/2017,700.238902,0,0,0,12.76,102.668
2/20/2017,853.2759691,0,0,0,8.57,88.467
2/21/2017,638.4791306,0,0,0,5.76,195.077
2/22/2017,819.5945987,0,0,0,8.98,201.151
2/23/2017,789.7976517,0,0,0,11.9,63.81
2/24/2017,672.6309932,0,0,0,12.91,170.634
2/25/2017,785.7362841,0,0,0,11.72,157.099
2/26/2017,710.5179935,0,0,0,5.78,167.039
2/27/2017,846.6547178,0,0,0,7.86,122.546
2/28/2017,617.3517281,0,0,0,11.01,138.771
3/1/2017,781.8485684,0,0,0,13.78,214.592
3/2/2017,732.768089,0,0,0,13.13,43.645
3/3/2017,666.9435006,0,0,0,2.65,200.022
3/4/2017,684.2225134,0,0,0,-0.85,173.056
3/5/2017,702.3931619,0,0,0,1.01,38.796
3/6/2017,765.4083753,0,0,0,4.09,192.886
3/7/2017,670.5800211,0,0,0,8.86,197.919
3/8/2017,798.6177171,0,0,0,10.76,88.441
3/9/2017,788.6263652,0,0,0,11.44,170.475
3/10/2017,627.5086534,0,0,0,5.25,99.847
3/11/2017,764.4647304,0,0,0,-1.38,107.383
3/12/2017,664.0908948,0,0,0,-0.81,78.443
3/13/2017,816.9555335,0,0,0,0.87,167.931
3/14/2017,665.7778122,0,0,0,3.87,183.036
3/15/2017,843.4637386,0,0,0,-2.55,54.164
3/16/2017,706.1237564,0,0,0,1.8,57.18
3/17/2017,624.6428129,0,0,0,4.25,89.96
3/18/2017,696.5990304,0,0,0,4.72,174.619
3/19/2017,701.6983402,0,0,0,5.94,180.371
3/20/2017,894.9314176,0,0,0,7.62,186.091
3/21/2017,724.2266221,0,0,0,10.33,143.177
3/22/2017,897.7353483,0,0,0,5.65,106.938
3/23/2017,741.3000743,0,0,0,4.22,157.367
3/24/2017,627.3922651,0,0,0,8.74,192.461
3/25/2017,756.2472652,0,0,0,10.16,53.882
3/26/2017,635.12599,0,0,0,5.49,156.969
3/27/2017,814.8273552,0,0,0,10.47,81.485
3/28/2017,759.0578296,0,0,0,7.69,150.151
3/29/2017,842.5681682,0,0,0,10.69,123.148
3/30/2017,764.612147,0,0,0,7.66,85.153
3/31/2017,675.3797629,0,0,0,6.44,59.868
4/1/2017,732.6133179,0,0,0,7.19,151.902
4/2/2017,715.9233448,0,0,0,11.76,209.136
4/3/2017,786.4905895,0,0,0,10.14,130.646
4/4/2017,657.3626733,0,0,0,12.69,164.829
4/5/2017,740.0828439,0,0,0,12.61,160.78
4/6/2017,727.4269415,0,0,0,12.59,185.761
4/7/2017,666.808495,0,0,0,8.16,177.333
4/8/2017,766.3795229,0,0,0,9.73,126.594
4/9/2017,596.8559335,0,0,0,12.05,179.321
4/10/2017,824.9008991,0,0,0,13.95,41.834
4/11/2017,711.2650952,0,0,0,14.9,61.968
4/12/2017,854.5229969,0,0,0,16.32,175.1
4/13/2017,690.1205163,0,0,0,13.73,78.116
4/14/2017,630.6680155,0,0,0,12.38,135.17
4/15/2017,705.9414164,0,0,0,11.58,120.928
4/16/2017,667.7805127,1,0,0,19.97,44.882
4/17/2017,765.9106016,0,0,0,16.15,216.361
4/18/2017,656.2735674,0,0,0,12.69,181.473
4/19/2017,780.0684607,0,0,0,9.67,140.468
4/20/2017,750.8841988,0,0,0,13.87,44.021
4/21/2017,686.4367999,0,0,0,11.44,66.159
4/22/2017,723.5432053,0,0,0,12.26,130.934
4/23/2017,654.3432322,0,0,0,12.3,102.715
4/24/2017,817.5965964,0,0,0,11.47,189.067
4/25/2017,704.5111719,0,0,0,11.94,206.322
4/26/2017,970.3088826,0,0,0,13.87,178.814
4/27/2017,786.4966806,0,0,0,14.84,156.165
4/28/2017,663.4635826,0,0,0,19.97,34.158
4/29/2017,752.8234514,0,0,0,20.81,155.448
4/30/2017,694.2308784,0,0,0,13.86,195.152
5/1/2017,755.1286011,0,0,0,17.23,49.597
5/2/2017,627.0433981,0,0,0,18.36,56.756
5/3/2017,952.0713469,0,0,0,14.48,196.287
5/4/2017,682.9713957,0,0,0,12.48,152.164
5/5/2017,589.5813134,0,0,0,14.13,89.84
5/6/2017,771.8129376,0,0,0,14.48,170.905
5/7/2017,664.3833792,0,0,0,12.55,149.032
5/8/2017,762.6624837,0,0,0,12.61,54.611
5/9/2017,650.7124242,0,0,0,13.65,174.648
5/10/2017,873.6238292,0,0,0,13.72,184.487
5/11/2017,683.8854383,0,0,0,13.18,150.126
5/12/2017,689.5302624,0,0,0,13.17,60.082
5/13/2017,697.2657724,0,0,0,10.86,191.43
5/14/2017,652.8075391,0,0,0,15.74,214.577
5/15/2017,712.683847,0,0,0,16.08,91.722
5/16/2017,604.2333722,0,0,0,18.82,90.839
5/17/2017,752.6097631,0,0,0,20.52,94.756
5/18/2017,692.4418271,0,0,0,23.09,207.744
5/19/2017,688.8516788,0,0,0,23.83,156.966
5/20/2017,682.4418979,0,0,0,15.53,38.398
5/21/2017,657.1579892,0,0,0,14.89,40.64
5/22/2017,865.7433763,0,0,0,15.11,110.254
5/23/2017,612.6648678,0,0,0,18.55,73.326
5/24/2017,944.4157007,0,0,0,16.4,86.234
5/25/2017,666.1979163,0,0,0,15.62,90.721
5/26/2017,623.4900749,0,0,0,19.73,162.322
5/27/2017,726.2350672,0,0,0,19.37,147.287
5/28/2017,643.2901738,0,0,0,16.64,40.448
5/29/2017,791.2640916,0,0,0,14.08,88.344
5/30/2017,640.7996977,0,0,0,14.6,212.978
5/31/2017,814.6557081,0,0,0,19.48,55.086
6/1/2017,717.5584761,0,0,0,21.02,71.117
6/2/2017,585.3630143,0,0,0,19.65,160.421
6/3/2017,676.5389324,0,0,0,18.8,110.057
6/4/2017,620.3703522,0,0,0,18.12,148.321
6/5/2017,695.0663031,0,0,0,19.25,104.329
6/6/2017,603.7254966,0,0,0,14.97,91.048
6/7/2017,822.6758652,0,0,0,17.39,82.691
6/8/2017,662.6337755,0,0,0,16.72,160.163
6/9/2017,613.428014,0,0,0,21.76,78.475
6/10/2017,689.6812902,0,0,0,22.09,76.865
6/11/2017,581.6745818,0,0,0,24.08,189.008
6/12/2017,746.9703378,0,0,0,25.87,84.613
6/13/2017,594.8868538,0,0,0,26.29,199.224
6/14/2017,784.2118487,0,0,0,22.16,55.909
6/15/2017,645.8904603,0,0,0,19.76,67.733
6/16/2017,574.1241496,0,0,0,19.69,182.241
6/17/2017,757.6128708,0,0,0,21.23,35.123
6/18/2017,617.2414416,0,0,0,23.29,202.235
6/19/2017,776.3986388,0,0,0,23.55,178.681
6/20/2017,592.1575604,0,0,0,24.15,151.028
6/21/2017,728.7806341,0,0,0,24.19,180.12
6/22/2017,689.4106272,0,0,0,23.17,40.419
6/23/2017,637.0215154,0,0,0,24.05,63.133
6/24/2017,719.5211651,0,0,0,25.12,181.13
6/25/2017,605.3270742,0,0,0,23.66,107.426
6/26/2017,812.0258089,0,0,0,22.32,160.604
6/27/2017,656.5540343,0,0,0,22.12,159.993
6/28/2017,847.3276906,0,0,0,22.68,140.17
6/29/2017,668.9736032,0,0,0,22.91,154.368
6/30/2017,574.549836,0,0,0,23.69,25.711
7/1/2017,698.1916038,0,0,0,23.33,116.74
7/2/2017,653.1323176,0,0,0,25.65,62.658
7/3/2017,663.9862598,0,0,0,25.72,132.145
7/4/2017,554.0786291,0,0,0,25.73,145.38
7/5/2017,733.8562835,0,0,0,23.58,163.41
7/6/2017,668.1896714,0,0,0,22.07,118.017
7/7/2017,535.4049232,0,0,0,23.02,44.991
7/8/2017,647.6517685,0,0,0,25.83,145.795
7/9/2017,543.7520688,0,0,0,24.7,105.347
7/10/2017,704.4563726,0,0,0,24.94,69.81
7/11/2017,545.6985424,0,0,0,26.31,51.287
7/12/2017,654.8174101,0,0,0,27.14,49.418
7/13/2017,592.1492836,0,0,0,28.37,46.755
7/14/2017,578.5131686,0,0,0,22.73,113.709
7/15/2017,597.0170747,0,0,0,26.01,144.108
7/16/2017,621.4476572,0,0,0,25.51,128.248
7/17/2017,750.6858613,0,0,0,25.38,159.347
7/18/2017,607.4186969,0,0,0,25.98,138.685
7/19/2017,666.7697938,0,0,0,28.35,66.04
7/20/2017,649.4523454,0,0,0,28.97,78.894
7/21/2017,582.1725208,0,0,0,29.09,147.473
7/22/2017,692.991666,0,0,0,28.23,119.523
7/23/2017,539.0904911,0,0,0,24.28,82.851
7/24/2017,731.2368984,0,0,0,23.7,89.312
7/25/2017,589.4768864,0,0,0,21.03,75.765
7/26/2017,742.4032513,0,0,0,22.23,117.813
7/27/2017,591.6668111,0,0,0,23.87,70.229
7/28/2017,592.0706286,0,0,0,24.82,98.821
7/29/2017,704.4180248,0,0,0,21.9,136.288
7/30/2017,582.579744,0,0,0,24.79,187.772
7/31/2017,766.7189148,0,0,0,26.05,87.411
8/1/2017,532.0883585,0,0,0,27.73,100.067
8/2/2017,681.1818427,0,0,0,25.37,79.903
8/3/2017,592.9933341,0,0,0,25.4,157.881
8/4/2017,536.6940097,0,0,0,25.42,154.407
8/5/2017,622.8791733,0,0,0,25.25,125.462
8/6/2017,537.3241791,0,0,0,23.81,140.103
8/7/2017,753.4320636,0,0,0,22.21,76.98
8/8/2017,588.7628952,0,0,0,24.13,185.888
8/9/2017,770.6029047,0,0,0,25.17,47.698
8/10/2017,604.5591588,0,0,0,24.43,85.957
8/11/2017,552.5600507,0,0,0,24.11,109.724
8/12/2017,634.2151767,0,0,0,24.15,67.128
8/13/2017,592.2825172,0,0,0,26.37,49.401
8/14/2017,718.1147921,0,0,0,24.64,69.296
8/15/2017,559.3222856,0,0,0,23.43,134.439
8/16/2017,604.7481433,0,0,0,27.13,47.69
8/17/2017,608.6047264,0,0,0,24.59,154.246
8/18/2017,536.5453669,0,0,0,25.86,99.716
8/19/2017,641.1635657,0,0,0,27.12,156.539
8/20/2017,530.8660545,0,0,0,26.17,92.706
8/21/2017,640.7083956,0,0,0,26.59,180.449
8/22/2017,601.718014,0,0,0,27.33,115.205
8/23/2017,671.3249795,0,0,0,25.55,116.191
8/24/2017,598.9754122,0,0,0,24.95,145.633
8/25/2017,505.6026317,0,0,0,24.19,76.06
8/26/2017,572.7235017,0,0,0,23.39,43.131
8/27/2017,566.3836333,0,0,0,23.23,123.415
8/28/2017,679.695831,0,0,0,22.33,74.788
8/29/2017,559.2038394,0,0,0,20.44,187.321
8/30/2017,731.990698,0,0,0,23.57,106.273
8/31/2017,631.7341621,0,0,0,25.23,98.639
9/1/2017,509.1790409,0,0,0,20.91,180.475
9/2/2017,690.8820172,0,0,0,19.6,72.314
9/3/2017,658.300781,0,0,0,22.01,124.787
9/4/2017,716.7182827,0,0,0,23.77,113.811
9/5/2017,673.9605265,0,0,0,24.83,164.413
9/6/2017,734.264311,0,0,0,22.03,123.861
9/7/2017,624.0687208,0,0,0,21.92,55.309
9/8/2017,603.2110856,0,0,0,21.55,87.325
9/9/2017,656.5595111,0,0,0,20.57,130.88
9/10/2017,565.4927061,0,0,0,21.62,106.058
9/11/2017,789.3195267,0,0,0,22.82,149.986
9/12/2017,701.6218928,0,0,0,23.86,131.017
9/13/2017,826.2313222,0,0,0,23.79,111.612
9/14/2017,660.7142867,0,0,0,24.36,154.281
9/15/2017,575.6194526,0,0,0,24.34,77.824
9/16/2017,681.2727062,0,0,0,23.75,57.467
9/17/2017,617.9240465,0,0,0,23.55,53.853
9/18/2017,716.6272614,0,0,0,23.38,150.029
9/19/2017,584.4973757,0,0,0,22.12,65.869
9/20/2017,845.1375783,0,0,0,24.33,39.344
9/21/2017,617.9814783,0,0,0,23.73,40.191
9/22/2017,557.5833744,0,0,0,25.26,61.847
9/23/2017,675.5331233,0,0,0,27.15,150.448
9/24/2017,592.7791457,0,0,0,26.3,141.89
9/25/2017,703.8649016,0,0,0,25.1,42.91
9/26/2017,540.5667641,0,0,0,23.56,113.26
9/27/2017,691.3656512,0,0,0,25.35,193.715
9/28/2017,651.2432694,0,0,0,24.3,49.803
9/29/2017,564.3753926,0,0,0,19.77,158.654
9/30/2017,685.0007948,0,0,0,17.99,117.148
10/1/2017,663.6115402,0,0,0,18.73,146.621
10/2/2017,734.5689342,0,0,0,20.67,168.864
10/3/2017,675.5249612,0,0,0,18.98,79.824
10/4/2017,746.1417299,0,0,0,21.15,34.739
10/5/2017,637.9526186,0,0,0,23.94,94.754
10/6/2017,583.809587,0,0,0,23.94,48.959
10/7/2017,741.2405941,0,0,0,22.71,117.379
10/8/2017,606.2889151,0,0,0,23.23,166.087
10/9/2017,733.0446362,0,0,0,22.77,193.569
10/10/2017,607.2418208,0,0,0,24.85,200.986
10/11/2017,873.3013077,0,0,0,22.15,174.679
10/12/2017,669.773404,0,0,0,18.1,125.933
10/13/2017,630.5126672,0,0,0,18.63,75.315
10/14/2017,740.0051967,0,0,0,21.47,44.721
10/15/2017,595.8137256,0,0,0,22,124.687
10/16/2017,850.0927411,0,0,0,19.23,36.324
10/17/2017,575.4523947,0,0,0,14.4,124.752
10/18/2017,708.8298951,0,0,0,20.55,35.227
10/19/2017,657.3321101,0,0,0,19.82,36.813
10/20/2017,596.1901584,0,0,0,21.26,114.11
10/21/2017,739.3305771,0,0,0,21.76,78.619
10/22/2017,659.7610754,0,0,0,20.37,40.54
10/23/2017,822.3642348,0,0,0,20.6,223.52
10/24/2017,605.8372429,0,0,0,21.23,70.991
10/25/2017,758.9246852,0,0,0,18.2,87.901
10/26/2017,622.7391692,0,0,0,16.44,140.952
10/27/2017,611.5276119,0,0,0,16.13,161.998
10/28/2017,647.2970424,0,0,0,18.8,184.203
10/29/2017,701.0393668,0,0,0,19.32,106.898
10/30/2017,747.9807239,0,0,0,16.89,191.948
10/31/2017,615.8278123,0,0,0,13.93,105.752
